Question,Answer,Chapter,Book
The L-type calcium current is activated only at depolarized levels near the resting potential.,FALSE,2,Koch
The low-threshold (T) calcium current can generate an all-or-nothing electrical event called an LT spike.,TRUE,2,Koch
Calcium conducts current through voltage-independent channels under normal physiological conditions.,FALSE,2,Koch
Potassium currents stabilize the membrane potential by pulling it toward hyperpolarized levels.,TRUE,2,Koch
"Calcium-dependent potassium currents, such as /K(Ca), influence the firing frequency adaptation of neurons.",TRUE,2,Koch
A small excitatory synaptic input in the presence of voltage-dependent channels causes a hyperpolarization followed by a depolarization.,FALSE,3,Koch
Membranes with certain voltage- and time-dependent conductances can simulate inductance-like behavior without possessing actual coils.,TRUE,3,Koch
The quasi-active membrane concept was first introduced by Hodgkin and Katz in 1941.,FALSE,3,Koch
Linearizing the Hodgkin-Huxley equations allows for the analysis of small-signal responses in systems like the squid axon.,TRUE,3,Koch
The quasi-active membrane displays a response similar to a low-pass filter.,FALSE,3,Koch
"In the squid axon, the voltage-response undershoots its steady-state value upon termination of a current step.",TRUE,3,Koch
The sodium current linearization results in purely positive elements in the associated electrical circuit.,FALSE,3,Koch
Electrical resonance in hair cells is linked to the interplay of a calcium current and a calcium-dependent potassium current.,TRUE,3,Koch
Neurons with quasi-active membranes always favor input signals with low-frequency content.,FALSE,3,Koch
Bandpass-like quasi-active membranes can implement temporal derivative operations on input signals within a certain frequency range.,TRUE,3,Koch
Purkinje cells in the primate cerebellum receive between one hundred and two hundred thousand synapses onto dendritic spines from parallel fibers.,TRUE,4,Koch
The total number of afferent synapses on neocortical pyramidal cells is higher than that of Purkinje cells.,FALSE,4,Koch
Passive dendritic trees do not contain voltage-dependent membrane conductances.,TRUE,4,Koch
Linear responses in passive dendritic trees allow true information processing operations to occur.,FALSE,4,Koch
The nonlinearity of membrane voltage changes caused by synaptic inputs acts as a basis for multiplication-like operations.,TRUE,4,Koch
"Inhibition located close to the soma of a neuron supports relative suppression, allowing behaviors to be overridden by strong stimuli.",FALSE,4,Koch
Tonic inhibition in crayfish correlates with distal inhibitory inputs on the dendritic tree.,TRUE,4,Koch
Proximal inhibition in the lateral giant neurons of crayfish can always be overcome by stronger excitation.,FALSE,4,Koch
Synaptic clustering of NMDA inputs creates more effective postsynaptic responses than widely dispersed synapses.,TRUE,4,Koch
All synaptic microcircuits in cortical structures feature dendro-dendritic synapses.,FALSE,4,Koch
Intracellular resistivity (R¡) is the total resistance across a 1 cm cube of intracellular cytoplasm.,TRUE,5,Koch
"The resistivity of mammalian saline is 80 Ω-cm, higher than seawater but lower than physiological Ringer solution.",FALSE,5,Koch
Measurements from cerebellar Purkinje cells suggest intracellular resistivity (R¡) values between 225-250 Ω-cm.,TRUE,5,Koch
The passive membrane capacitance (Cm) is measured in units of ohms per centimeter (Ω/cm).,FALSE,5,Koch
The traditional value of Cm derived from the squid giant axon is approximately 1 μF/cm².,TRUE,5,Koch
The sealed-end boundary condition for the cable equation is expressed mathematically as dV/dx = ∞.,FALSE,5,Koch
The Dirichlet boundary condition assumes that the voltage is clamped to zero at the cable's endpoints.,TRUE,5,Koch
Calcium buffering introduces nonlinearity into the dynamics of diffusion by using linearized equations.,FALSE,5,Koch
Voltage-dependent membrane channels are handled in Hodgkin-Huxley models through nonlinear current terms.,TRUE,5,Koch
"Green's functions are primarily used for the numerical solution of large, branched dendritic systems.",FALSE,5,Koch
Calcium dynamics inside neurons are primarily regulated by diffusion and buffering processes.,TRUE,6,Koch
Calmodulin is located only in the axons of neurons.,FALSE,6,Koch
Diffusion of substances in neurons follows Fick's law of diffusion without considering random molecular motion.,FALSE,6,Koch
The effective diffusion constant of calcium in neurons is much lower compared to calcium's diffusion constant in an aqueous solution.,TRUE,6,Koch
The time constant associated with calcium dynamics in dendrites scales inversely with the diameter of the dendrite.,FALSE,6,Koch
"Calmodulin can bind up to four calcium ions cooperatively, leading to a conformational change in the protein.",TRUE,6,Koch
Calcium diffusion in neurons is slowed down significantly due to the presence of buffering proteins like calmodulin.,TRUE,6,Koch
"The cable equation and the reaction-diffusion equation produce equivalent results in all conditions, even at high calcium concentrations.",FALSE,6,Koch
"Active transport systems, such as ionic pumps, are required to maintain the concentration gradients of ions like calcium in neurons.",TRUE,6,Koch
"The spatial spread of calcium in neurons is comparable to the spread of electrical signals, following the same space constant.",FALSE,6,Koch
"The membrane potential can vary rapidly over large distances, such as 100 mV within 1 msec.",TRUE,7,Koch
The membrane potential is determined solely by chemical reactions and does not rely on electrical properties.,FALSE,7,Koch
Resting potential is a state of dynamic equilibrium with no ionic currents flowing across the membrane.,FALSE,7,Koch
"The bilayer lipid membrane acts as an insulator, separating charges and facilitating capacitance.",TRUE,7,Koch
"The resting membrane potential (Vrest) for most neurons is positive, ranging from +30 mV to +90 mV.",FALSE,7,Koch
Synaptic input increases the membrane conductance and decreases the time constant.,TRUE,7,Koch
Shunting inhibition has a reversal potential close to the resting potential and reduces EPSP amplitude through division-like behavior.,TRUE,7,Koch
Voltage-gated synapses are always active and do not require specific chemical triggers to function.,FALSE,7,Koch
"Chemical synapses can amplify or attenuate signals, whereas electrical synapses cannot isolate electrical properties.",TRUE,7,Koch
The RC circuit model of a neuron suggests that the input resistance increases with synaptic activity.,FALSE,7,Koch
A layer 5 pyramidal cell in the primary visual cortex receives roughly 50 excitatory synapses onto its apical tree from neurons in the lateral geniculate nucleus.,TRUE,8,Koch
The resting potential in vivo for pyramidal neurons is typically more depolarized compared to in vitro conditions.,TRUE,8,Koch
"Synaptic background activity decreases the time constant (τm) of a neuron as the firing rate increases, making the neuron less sensitive to coincident input.",FALSE,8,Koch
"Shunting inhibition always has a divisive effect on firing rates, regardless of spiking mechanisms.",FALSE,8,Koch
A larger degree of synaptic background activity at excitatory synapses decouples distal dendrites from the soma more significantly.,TRUE,8,Koch
Distal inputs to layers 1 and 2 of the apical tree of pyramidal cells can independently trigger prolonged spike discharges under passive dendritic conditions.,FALSE,8,Koch
Cable theory is irrelevant for understanding active dendritic processing because it only applies to linear electrical properties.,FALSE,8,Koch
"When a pyramidal cell is bombarded with massive synaptic input, the electrotonic length (L) of its dendritic tree increases.",TRUE,8,Koch
"For weak synaptic input, the somatic current flowing into the soma is linearly related to the presynaptic firing frequency.",TRUE,8,Koch
The effect of inhibitory synapses near the soma is typically stronger and more divisive than at distal dendritic sites.,FALSE,8,Koch
Linear cable theory reduces the complexity of neuronal modeling from three spatial dimensions to one.,TRUE,9,Koch
"The primary charge carriers in axons and dendrites are electrons, similar to copper wires.",FALSE,9,Koch
The steady-state space constant determines the distance over which voltage in a neuron decays by half.,FALSE,9,Koch
Passive membranes can be adequately described using only resistances and capacitances.,TRUE,9,Koch
The Nernst-Planck equation is required to model the major current flow in neuronal processes.,FALSE,9,Koch
"In one-dimensional cable theory, extracellular resistivity is often assumed to be negligible.",TRUE,9,Koch
The magnetic field generated by the movement of charges in neurons is significant and cannot be ignored.,FALSE,9,Koch
Voltage in an infinite cable decays in a Gaussian spatial profile immediately after a transient input.,TRUE,9,Koch
"In a passive cable, high-frequency signals are transmitted over longer distances than low-frequency signals.",FALSE,9,Koch
The concept of a "propagation velocity" applies to passive cables despite their dissipative nature.,TRUE,9,Koch
Spike trains are discrete series of time events representing all relevant information a neuron transmits.,TRUE,10,Koch
Neurons with dendro-dendritic connections encode information via spike trains.,FALSE,10,Koch
The two main views on neuronal coding are firing rate and correlation coding.,TRUE,10,Koch
A key argument for mean rate coding is the reproducibility of detailed spike patterns.,FALSE,10,Koch
Encoding information in interspike intervals is less efficient than mean rate coding.,FALSE,10,Koch
A Poisson process is a random process where the number of events in one interval is independent of others.,TRUE,10,Koch
"For cortical cells, interspike interval distributions closely resemble pure Poisson processes without modifications.",FALSE,10,Koch
The coefficient of variation (CV) measures the regularity of interspike intervals.,TRUE,10,Koch
A refractory period in neurons leads to greater variability in their spike timing.,FALSE,10,Koch
Cortical cells' spiking behavior can always be adequately described as renewal processes.,FALSE,10,Koch
The book discusses both linear and nonlinear cable theory as part of its exploration of neuron functions.,TRUE,11,Koch
The brain is compared to a universal Turing machine because it has infinite memory like a theoretical Turing machine.,FALSE,11,Koch
The theory of computation provides a definitive recipe to decide the level of abstraction for nervous system models.,FALSE,11,Koch
"Current computers differ from brains in that they operate with a systemwide clock, unlike the nervous system.",TRUE,11,Koch
"In the nervous system, memory and computation are separated, as seen in modern electronic devices.",FALSE,11,Koch
A neuron processes information by converting streams of binary pulses into analog signals such as postsynaptic voltage and calcium distribution.,TRUE,11,Koch
Synapses in the nervous system adapt only to short time scales of milliseconds.,FALSE,11,Koch
Linear operations like spatial filtering can be efficiently performed in dendritic structures.,TRUE,11,Koch
The analogy between neurons and digital computers is based on both using a 32-bit architecture.,FALSE,11,Koch
The firing rates of neurons can achieve precision as high as 5-10 msec in some cases.,TRUE,11,Koch
Bursting cells generate two to five fast spikes atop a slow depolarizing envelope and typically finish with afterhyperpolarization (AHP).,TRUE,13,Koch
Intrinsically bursting (IB) cells are found predominantly in layer 4 of the neocortex.,FALSE,13,Koch
IB cells frequently switch between firing single isolated spikes and generating bursts.,TRUE,13,Koch
The spikes in bursts are carried by calcium ions rather than sodium ions.,FALSE,13,Koch
"Layer 5 bursting cells have dendritic trees that extend into superficial layers, unlike nonbursting cells.",TRUE,13,Koch
The primary output of the neocortex consists of neurons located in layer 2.,FALSE,13,Koch
Bursting cells projecting outside the cortex are believed to convey different types of information compared to nonbursting cells.,TRUE,13,Koch
Dendritic calcium conductances play no role in the generation of bursts in pyramidal cells.,FALSE,13,Koch
The electric fish study found that spikes in bursts encode sensory information less reliably than isolated spikes.,FALSE,13,Koch
Bursts might serve to synchronize distant neuronal populations with minimal phase lag.,TRUE,13,Koch
The somatic input resistance \( R_m \) is defined as the inverse of the slope conductance of the I-V curve.**,TRUE,14,Koch
"For passive systems, the membrane time constant \( T_m \) is always the fastest time constant associated with exponential charging of the neuronal membrane.**",FALSE,14,Koch
The resting potential \( V_{rest} \) of the system described in the text is -43 mV.**,FALSE,14,Koch
"When NMDA synapses are activated, the slope conductance at the soma can paradoxically decrease.**",TRUE,14,Koch
The steady-state slope conductance \( G_{static} \) always increases when the somatic membrane becomes depolarized.**,FALSE,14,Koch
A voltage threshold \( V_{th} \) of approximately -48 mV is required for spike initiation in the system described.**,TRUE,14,Koch
"In cells with a significant dendritic tree, action potential initiation does not always require exceeding a fixed charge threshold.**",TRUE,14,Koch
The current threshold \( I_{th} \) is the same for both fast and slow injected currents.**,FALSE,14,Koch
The shape of the action potential is almost entirely dependent on how the spike was triggered.**,FALSE,14,Koch
The dynamic current-voltage curve \( I_{dynamic} \) near the resting potential \( V_{rest} \) behaves similarly to a voltage-gated hyperpolarizing conductance.**,TRUE,14,Koch
"Intracellular calcium concentrations can act as short-term memory variables manipulated through diffusion, buffers, and calcium-dependent enzymes.",TRUE,15,Koch
"Autophosphorylating kinases remove phosphate groups from proteins, returning them to their inactive states.",FALSE,15,Koch
The stabilization of long-term memories at synapses can occur via the storage of information in DNA molecules within the neuron nucleus.,FALSE,15,Koch
"Bistable molecular switches rely on the process of autophosphorylation, where a kinase molecule catalyzes the activation of itself.",TRUE,15,Koch
"Protein turnover in neurons, excluding DNA, typically occurs over periods of years rather than weeks or months.",FALSE,15,Koch
"CaM kinase II stores information via intermolecular autophosphorylation, allowing it to phosphorylate other molecules of CaM kinase II.",FALSE,15,Koch
"Neuromodulators like proctolin can reprogram a neural network by altering motor patterns, synaptic gains, and neural output.",TRUE,15,Koch
"Nitric oxide acts as a retrograde messenger diffusing from neurons, affecting synaptic weights within a sphere of influence up to 50 µm.",FALSE,15,Koch
Neuromodulators can selectively route information among neurons by altering the gain of firing responses without directly exciting them.,TRUE,15,Koch
"Learning rules for synaptic plasticity involving nitric oxide suggest individual synapses as the primary unit of plasticity, consistent with Hebb's rule.",FALSE,15,Koch
Ionic channels are located exclusively in neurons.,FALSE,16,Koch
Ion selectivity in ionic channels is determined by the narrow portion called the selectivity filter.,TRUE,16,Koch
Fast sodium channels are primarily voltage-independent but entirely neurotransmitter-sensitive.,FALSE,16,Koch
Neher and Sakmann first directly measured the electrical current flowing through a single ionic channel in 1976.,TRUE,16,Koch
The conductance of a single fast sodium channel can range between 130 pS and 240 pS.,FALSE,16,Koch
The patch-clamp technique can measure ionic currents as small as 0.1 pA.,TRUE,16,Koch
Ionic channels perpetuate electrical signaling only in multicellular organisms that evolved approximately 700 million years ago.,FALSE,16,Koch
The opening and closing rates of voltage-dependent ionic channels systematically change with the membrane potential.,TRUE,16,Koch
The ball-and-chain model describes inactivation in sodium channels as the tethered "ball" blocking the channel pore.,TRUE,16,Koch
The density of potassium channels in the squid giant axon is higher than that of sodium channels.,FALSE,16,Koch
Dendritic spines are found only in vertebrates.,FALSE,17,Koch
Over 90% of excitatory synapses in the cortex are located on dendritic spines.,TRUE,17,Koch
Smooth neurons are classified as spiny due to their dense coverage of dendritic spines.,FALSE,17,Koch
"The structure of dendritic spines can change rapidly, within seconds, in response to stimuli.",TRUE,17,Koch
The "twitching spine" hypothesis suggests that spines cannot change shape quickly.,FALSE,17,Koch
Pyramidal and stellate cells are examples of neurons with spiny dendrites.,TRUE,17,Koch
"In the cerebellum, Purkinje cells lack dendritic spines and do not use an inhibitory neurotransmitter.",FALSE,17,Koch
Larger spine heads are typically associated with larger synapses.,TRUE,17,Koch
Antidromic spikes can lead to calcium increases in dendrites and spines simultaneously.,TRUE,17,Koch
Dendritic spines primarily serve to increase the electrical resistance of neurons.,FALSE,17,Koch
The Hodgkin-Huxley model involves four variables: membrane potential and states of fast sodium and delayed potassium conductances.,TRUE,18,Koch
The FitzHugh-Nagumo model requires at least three variables to represent neuronal excitability.,FALSE,18,Koch
The FitzHugh-Nagumo model simplifies neuronal dynamics by reducing the Hodgkin-Huxley model to two dimensions.,TRUE,18,Koch
The slow variable W in the FitzHugh-Nagumo model corresponds to membrane excitability.,FALSE,18,Koch
Hard excitation or subcritical Hopf bifurcation is associated with oscillations arising with non-zero frequency.,TRUE,18,Koch
The Morris-Lecar model was originally developed to model neuronal membranes in squids.,FALSE,18,Koch
"By modifying the steepness of potassium activation, the Morris-Lecar model can produce oscillations with arbitrarily long interspike intervals.",TRUE,18,Koch
Saddle-node bifurcations in phase space allow oscillations to emerge with nonzero minimum frequencies.,FALSE,18,Koch
"Limit cycles represent stable, repetitive trajectories in phase space that can arise in nonlinear systems.",TRUE,18,Koch
The FitzHugh-Nagumo and Morris-Lecar models rely on more than three-dimensional phase space analysis for spiking predictions.,FALSE,18,Koch
Patch-clamp recordings in brain slices allow for high-quality recordings of somatic and dendritic electrical signals.,TRUE,19,Koch
Calcium channels in dendrites are all uniformly distributed without being confined to specific compartments.,FALSE,19,Koch
Voltage-gated channel densities in dendrites are reported to be less than 10 channels per square micrometer of membrane.,TRUE,19,Koch
Action potential initiation in motoneurons always occurs in the soma.,FALSE,19,Koch
Ramón y Cajal proposed that neuronal output pulses are transmitted unidirectionally along the axon.,TRUE,19,Koch
Antidromic spike propagation moves from the soma into the axon.,FALSE,19,Koch
Layer 5 pyramidal neurons have dendrites with weakly excitable Hodgkin-Huxley-like sodium channels.,TRUE,19,Koch
Fast dendritic spikes are typically driven by potassium-channel-mediated plateau potentials.,FALSE,19,Koch
The spatial clustering of synaptic inputs on dendrites can significantly amplify EPSPs through voltage-dependent currents.,TRUE,19,Koch
All dendritic spikes propagate to the soma without any loss in signal strength.,FALSE,19,Koch
Simplified neuron models can be reduced to just one of two forms: spike models and firing rate models.,TRUE,20,Koch
The integrate-and-fire model includes a detailed representation of the time course of an action potential.,FALSE,20,Koch
The firing rate of a neuron is always low-pass filtered with respect to its input current in firing rate models.,TRUE,20,Koch
"In spiking integrate-and-fire models, synaptic inputs generate impulses that occur within a refractory period of zero.",FALSE,20,Koch
Linear synaptic interactions are the foundation of most neural network models.,TRUE,20,Koch
"Multiplicative interactions, such as those modeled with sigma-pi units, are commonly assumed in the majority of neural network models.",FALSE,20,Koch
An adapting integrate-and-fire model can replicate aspects of the behavior of a detailed compartmental model of a neuron.,TRUE,20,Koch
The threshold voltage of an integrate-and-fire model neuron does not influence its firing behavior.,FALSE,20,Koch
Population coding involves combining the activities of numerous neurons into either correlated or uncorrelated codes.,TRUE,20,Koch
Continuous firing rate models are always a more faithful representation of neuronal behavior than integrate-and-fire models.,FALSE,20,Koch
Action potentials propagate along the axon at constant velocity and amplitude.,TRUE,21,Koch
"Nonspiking neurons, such as certain invertebrate sensory-motor neurons, are commonly found in the cerebral cortex.",FALSE,21,Koch
The Hodgkin-Huxley model was created using data from the cat’s visual cortex.,FALSE,21,Koch
Action potentials are formed due to an all-or-none depolarization that occurs beyond a specific voltage threshold.,TRUE,21,Koch
Sodium and potassium conductances in the Hodgkin-Huxley model are voltage- and time-dependent but are not independent of each other.,FALSE,21,Koch
The squid giant axon is much larger in diameter compared to typical cortical axons.,TRUE,21,Koch
Myelinated axons conduct action potentials at a velocity proportional to the square root of their diameter.,FALSE,21,Koch
"Axonal branch points may cause some action potentials to fail during propagation, particularly at high frequencies.",TRUE,21,Koch
"At nodes of Ranvier in myelinated fibers, fast sodium channels are highly concentrated, while potassium channels are absent.",FALSE,21,Koch
The Hodgkin-Huxley equations predict a very limited range of firing frequencies in the squid giant axon.,TRUE,21,Koch
Electrical synapses are more common than chemical synapses in the adult human brain.,FALSE,22,Koch
Gap junctions enable direct electrical communication between neurons.,TRUE,22,Koch
"Most synaptic inputs in the central nervous system are ionotropic, acting on slow time scales such as minutes.",FALSE,22,Koch
NMDA receptors are associated with voltage-dependent and slower excitatory inputs.,TRUE,22,Koch
"Synaptic transmission at central synapses operates with high reliability, ensuring each presynaptic action potential always triggers a response.",FALSE,22,Koch
One advantage of electrical synapses is the lack of synaptic delay between neurons.,TRUE,22,Koch
GABA is the most common excitatory neurotransmitter in the central nervous system.,FALSE,22,Koch
A synaptic input defined as "shunting" has no influence on the membrane potential of the post-synaptic neuron.,FALSE,22,Koch
"Fast excitatory synapses, such as AMPA-mediated synapses, exhibit a rise and decay time on the millisecond scale.",TRUE,22,Koch
Electrical synapses typically amplify signals between pre- and post-synaptic neurons.,FALSE,22,Koch
"Synaptic plasticity is the primary biophysical substrate for all forms of behavioral plasticity, including learning and memory.",FALSE,12,Koch
"Synaptic strength or weight can be characterized by the triplet (n, p, q), where n is the number of release sites, p is the probability of release, and q is the postsynaptic response amplitude.",TRUE,12,Koch
Long-term potentiation (LTP) lasts only for a few minutes and depends exclusively on presynaptic activity.,FALSE,12,Koch
The activation of NMDA receptors is required to induce LTP at the connections of the Schaffer collaterals to CA1 pyramidal cells in the hippocampus.,TRUE,12,Koch
Synaptic strength remains constant and does not vary after two or more consecutive spikes.,FALSE,12,Koch
Hebb's rule states that the connection between two neurons strengthens when the presynaptic neuron's activity contributes toward firing the postsynaptic neuron.,TRUE,12,Koch
Paired-pulse facilitation (PPF) is a form of synaptic plasticity that typically leads to a decrease in synaptic efficacy.,FALSE,12,Koch
Both facilitation and short-term depression are types of short-term synaptic plasticity that recover on the order of seconds.,TRUE,12,Koch
Short-term synaptic depression suggests that the postsynaptic response drops exponentially as presynaptic firing rate decreases.,FALSE,12,Koch
Calcium influx into the postsynaptic terminal plays a critical role in the induction of both LTP and LTD.,TRUE,12,Koch
